AÑO,TRIMESTRE,PROVEEDOR,INGRESOS
2021,4,COMPA�IA COLOMBIANA DE TELECOMUNICACIONES SAS,281937123
2021,4,TEVECOM SAS,170397993
2021,4,JASTANET SAS,217448200
2021,4,RADIONET SOLUCIONES S.A.,87324345
2021,4,ORBETEC SAS,5222000
2021,4,GER CONNECTION S.A.S,17768000
2021,4,INFRATEL COMUNICACIONES SAS,157959778
2021,4,HOME TV COMUNICACIONES S.A.S.,727977261
2021,4,OV TV TELECOMUNICACIONES SAS,117397000
2020,3,TELNET WIRELESS SAS,295121933
2021,4,UNICABLE H.D. SAS,192889781
2021,3,INTERMAX TELECOMUNICACIONES S.A.S,55798696
2021,4,A&G MUNDO EN LINEA SAS,57177774
2021,4,MECATRONICS INGENIERIA Y SOLUCIONES S.A.S.,323228778
2021,4,FIVE BROTHERS S.A.S,2600000
2021,4,GLOBALNET I.S.P. SAS,57094170
2021,4,SUMERTEL COMUNICACIONES S.A.S.,30417780
2021,4,IMB INGENIERIA EN REDES SAS,94638422
2021,4,EME S.A.,325553716
2021,4,WEBEX S.A.S,233457484
2021,4,OSPINA COMUNICACIONES DE COLOMBIA S.A.S,78723000
2021,4,CABLEMAS PUERTO RICO S.A.S.,4680000
2021,4,JHON JAIRO MESA MESA E INGENIEROS ASOCIADOS SAS  JJMMELECTRONICS S.A.S.,220809441
2021,4,QUALITY NET JM S.A.S. ZOMAC,108362253
2021,4,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,26240137766
2021,4,ENSOTEL S.A.S,55807214
2021,4,EASY NETWORK REDES Y TELECOMUNICACIONES SAS,36758577
2021,4,EMPRESA DE TELECOMUNICACIONES DE POPAYAN S.A EMTEL E.S.P,1357333630
2021,1,AJ GLOBAL PROYECTOS NET S.A.S.,92411856
2021,3,IMB INGENIERIA EN REDES SAS,62220592
2021,4,INVERSIONES SERURE S.A.S.,10042000
2021,4,AJFIBER.NET S.A.S.,100518550
2021,4,HUGHES DE COLOMBIA S.A.S.,12532610534
2021,4,GLOBAL WEB1 S.A.S,37713000
2021,4,ASOCIACION DE TELECOMUNICACIONES DEL SAN JORGE,7300000
2021,4,DM SOLUCIONES TELEMATICAS S.A.S,52058879
2021,4,WIR TECNOLOGIA SAS,92364095
2021,4,CNC DEL MAR S.A.S E.S.P,130451315
2021,4,LOGISTICA INTEGRAL SATELITAL S.A.S.,501401202
2021,4,COMSISTELCO S.A.S.,174260930
2021,4,MYM SOLUCIONES TECNOLOGICAS PROFESIONALES S.A.S,0
2021,1,CONECTANDO FRONTERAS S.A.S,79317500
2021,4,VPN INGENIER�A EN TELECOMUNICACIONES S.A.S.,436047593
2021,4,ACCESS DIGITAL S.A.S,377240000
2021,4,LEGON TELECOMUNICACIONES S.A.S.,6019142129
2021,4,CONECTATE CALI S.A.S,0
2021,4,T&T TECNOLOGIAS S.A.S ZOMAC,28933600
2021,4,CLICK OPTICAL NETWORKS S.A.S,31441910
2021,4,IRP - ONE S.A.S,87218756
2021,4,CAFETEL TV SAS,163701879
2021,4,FX ONLINE S.A.S,13415000
2021,4,ERT SA ESP,2367658403
2021,4,WISP INTEGRADORES S.A.S,66702356
2021,4,MULTISERVICIOS DIAMANTE S.A.S,13500000
2021,4,IMALLI COMUNICACIONES SAS,34146000
2021,4,ELECTRONICA Y TELECOMUNICACIONES DE COLOMBIA S. A. S. - ETELCO S. A. S.,81614900
2021,4,BARAK TECNOLOGIA INFORMACION Y COMUNICACIONES SAS,615409000
2021,4,TURBO REDES TELECOMUNICACIONES S.A.S.,128713451
2021,4,INFORMACION Y TECNOLOGIA S.A.,28113293
2021,4,REDES DEL VALLE POR COLOMBIA S.A.S,9807000
2021,4,INFINITICS S.A.S.,555000
2021,4,MEGACABLE TELECOMUNICACIONES S.A.S,34525000
2021,4,GRUPO PLUS INGENIER�A S A S,4832942
2021,4,BITS PLAY S.A.S.,73372184
2021,4,RED PLANET TELECOMUNICACIONES SAS,373705862
2021,4,INTERNORTE DIGITAL S.A.S.,43548000
2021,4,@DIGITAL GROUP SAS,839916905
2021,3,AMERICANA DE TECNOLOGIA Y COMUNICACIONES SAS,708060753
2021,4,SOLUCIONES LOGISTICAS Y TECNOLOGICAS S.A.S,10663437
2021,4,"SISTEMAS, TELECOMUNICACIONES & SEGURIDAD S.A.S",6416386
2021,4,ZABUD TECHNOLOGIES S.A.S,93974630
2021,4,AXESAT S.A.,3443948775
2021,4,VOJ NETWORK CORP S.A.S,543294069
2021,4,SINURED SOLUCIONES S.A.S.,104684000
2021,4,CONEXXION WI-FI LTDA,90349360
2021,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,117485855962
2021,3,ALK NET LTDA,261680409
2021,4,ITELKOM S.A.S.,1128382094
2021,4,SOLUCIONES DIGITALES.COM S.A.S,43310000
2021,1,SOTO RED S.A.S.,62460489
2021,4,TIVIT COLOMBIA TERCERIZACION DE PROCESOS SERVICIOS Y TECNOLOGIA S.A.S,44971251
2021,4,ORGANIZACION DE COMUNICACIONES TELECARIBE S.A.S,18120000
2021,4,ZAFIRO TELECOMUNICACIONES SAS,1570000
2021,4,RIS TELECOMUNICACIONES RED INALAMBRICA SATELITAL SAS,11865948
2021,4,ENLAZAR COMUNICACIONES S.A.S,188455834
2021,4,FABRIMETAL ARROYAVE S.A.S.,188040409
2021,4,UBIPREL S.A.S,138949100
2021,4,H V TELEVISION S.A.S.,20602537267
2021,4,INTELRED GROUP SAS,207249882
2021,4,COMUNICACIONES Y SERVICIOS BRIYOVI S.A.S.,192684385
2021,4,INGENIERIA ELECTRONICA COLOMBIANA S A S,9378160
2021,4,KONECTATE WISP S.A.S,17273000
2021,3,CENTRAL NET SOLUCIONES INTEGRALES SAS,36339576
2021,4,MEGARED COMUNICACIONES S.A.S.,197123552
2021,4,CABLE IPIALES SUR Y ASOCIADOS,107135000
2021,4,TECNO MELCON SAS,52352752
2021,4,CABLENETBAG S.A.S,266390997
2021,2,ORION COMUNICACIONES CHOACHI SAS,105309768
2021,4,ASOCIACION COMUNITARIA PARABOLICA GRANADA,174982355
2021,4,MIRAVISION S.A.S,343770760
2020,3,FABRIMETAL ARROYAVE S.A.S.,19363540
2021,4,LAN REDES S.A.S,71025000
2021,4,REDES OPERACIONES Y CONTROL S A S,195620712
2021,4,FUNDACION VISION 20/20 COLOMBIA,37381300
2021,4,MEGANET TV S.A.S,216667000
2021,4,CLICK HD COLOMBIA S.A.S.,232723000
2021,4,SERVIWISP S.A.S,1331933
2021,4,TV RED ABREGO S.A.S,130974000
2021,4,TOTAL BAND COMUNICACIONES S.A.S,81846319
2021,4,SANTELELLANO SAS,70823945
2021,4,INTERCOM SOLUCIONES TECNOLOGICAS SAS,143459085
2021,4,TOTAL CONEXION 10D S.A.S,26715000
2021,4,CYBERNET INTERNET RURAL S.A.S.,27405000
2021,4,MUNDOTIK S.A.S.,785000
2021,2,VITEL LTDA.,57015000
2021,2,CONECTANDO FRONTERAS S.A.S,109886000
2021,4,CABLE DIGITAL DE COLOMBIA SAS,172782492
2021,4,R&R TELECOMUNICACIONES S.A.S,149000000
2021,4,ONEPLUS ELECTRONICA SOFTWARE Y TELECOMUNICACIONES SAS,16431000
2021,4,TEKCOM TECNOLOGIA Y COMUNICACIONES SAS,112182000
2021,4,SIENERCOM COLOMBIA SAS,6000000
2021,4,COLOMBIACOM SAS,41885349
2021,2,COMPLEXCOM LTDA,30650000
2021,4,ALIANZA SERVICIOS TECNOLOGICOS SAS,33007000
2021,4,DIRECTV COLOMBIA LTDA,33975691624
2021,4,OPTIMO NET SAS,36396956
2021,3,CONECTADOS TELECOMUNICACIONES S.A.S,4500000
2020,3,CABLE SAS,191942000
2021,4,TORNET COMUNICACIONES S.A.S,150164639
2021,4,ISATEL TELECOMUNICACIONES S.A.S.,4407140
2021,4,SERVICIOS PROFESIONALES WICOM S.A.S,9457000
2021,1,IPSEL S.A.S.,63590004
2021,4,UIN-FI.NET SAS,44409000
2021,4,GROUP TELECOMUNICACIONES P&C SAS,214268060
2021,4,INTECOM TELECOMUNICACIONES S.A.S,10807200
2021,4,EMPRESA DE TELECOMUNICACIONES DE LA COSTA - COSTATEL S.A ESP,56335488
2021,4,MERNAHF SAS,65068181
2021,4,LINKSTAR SAS,55583691
2021,1,WIRELESS COMMUNICATIONS COLOMBIA S.A.S. - WIRLCOMM S.A.S.,113320470
2021,4,TVCABLE TELECOMUNICACIONES S.A.S.,560031000
2021,4,NEIA SAS,70703906
2020,3,ANS COMUNICACIONES LTDA,117589783
2021,4,CABLE ANTENA LTDA,99731825
2021,4,MILLENNIALS NETWORK S.A.S.,19960000
2021,4,MIKROTECK S.A.S.,51098521
2021,4,TUSMEGAS S.A.S.,5243000
2021,3,SSI SERVICIOS Y SOLUCIONES DE INGENIERIA SAS,26650000
2021,4,MEGA FIBRA SAS,50295000
2021,4,ASOCIACION CONCEPCION TELECOMUNICACIONES,29334028
2021,4,SIES INGENIERIA Y COMUNICACIONES S.A.S,92551450
2021,4,MICEL COMUNICACIONES S.A.S,15410000
2021,4,GRUPO UNO TELECOMUNICACIONES SAS,284028265
2021,4,ASOCIACION DE TELEVIDENTES DE GUACHETA,36848400
2021,4,CABLE CAUCA COMUNICACIONES SA,636842307
2021,4,ANDYNET COMUNICACIONES SAS,871500
2021,4,SOLUCIONES EN FIBRA OPTICA E INTERNET SOFI S.A.S,11794931
2022,1,DRG-SOLUCIONES SAS,28667614
2022,1,TELECOMUNICACIONES E INTERNET DE COLOMBIA SAS,55976640
2022,1,TELECOMUNICACIONES INGENIER�A Y MERCADEO S.A.S.,123954259
2022,1,CABLE Y TV  YOPAL S.A.S. INTERNET INALAMBRICO,910208196
2022,1,TELARA�A.NET S.A.S.,68295000
2022,1,INTRANET COMUNICACIONES Y SERVICIOS SAS,5005000
2022,1,C&C WIFI SAS,70534000
2022,1,CONSULNETWORKS S.A. E.S.P.,1502990517
2020,3,VIVO TELECOMUNICACIONES S.A.S.,28201516
2022,1,FIBER PLAY ZOMAC S.A.S.,2371748
2022,1,JASTANET SAS,213833300
2022,1,INTER-LIND@ SAS,23264000
2022,1,CONREDES IM SAS,77318000
2022,1,O4IT COLOMBIA LTDA,59508977
2022,1,INTERPROJECT COMUNICACIONES S.A.S.,14186903
2020,4,CONEXCOL J.F S.A.S.,11456931
2022,1,OV TV TELECOMUNICACIONES SAS,123271000
2022,1,ISATEL TELECOMUNICACIONES S.A.S.,1942520
2022,1,GESTIONAR COMUNICACIONES S.A.S.,44541596
2022,1,INTERCONETXIONES FTTH S.A.S,22182000
2022,1,TELECOMUNICACIONES DEL CATATUMBO S.A.S.,235000000
2020,3,TV RED ABREGO S.A.S,75673000
2022,1,GRUPO COLIBRI S.A.S,153340000
2022,1,EASY NETWORK REDES Y TELECOMUNICACIONES SAS,26888549
2021,1,VALLE TELECOMUNICACIONES SAS,283850000
2022,1,WISP INTEGRADORES S.A.S,40171593
2022,1,TICLINE S.A.S.,802262622
2022,1,COLOMBIA MAS TV SAS,3518143772
2022,1,SERVICIOS SMAI GROUP S.A.S.,222191681
2022,1,VIVANET SAS,6149220
2022,1,INTERLUNA S.A.S.,35630720
2022,1,JHON JAIRO MESA MESA E INGENIEROS ASOCIADOS SAS  JJMMELECTRONICS S.A.S.,188060327
2022,1,SERVIRED LMA COMUNICACIONES SAS,45274667
2020,4,CABLENET DEL SUR TELECOMUNICACIONES SAS,101700000
2022,1,SERVIDATA ELECTRONIC SAS,8958000
2022,1,SERVICIOS PUNTO AZUL COMUNICACIONES S.A.S.,84000000
2022,1,TELEMATICS NETWORK SAS,113785005
2022,1,TURBOMAX TELECOMUNICACIONES S.A.S.,57120000
2022,1,ASOCIACION DE COPROPIETARIOS DE LA ANTENA PARABOLICA DE GACHANCIPA,57895000
2022,1,ECOWIRELESS SAS,69393393
2021,2,INNOVACION GLOBAL EN TELECOMUNICACIONES S.A.S.,33897260
2022,1,DISTRICABLES LTDA,51437240
2022,1,TELENET DE COLOMBIA COMUNICACIONES SAS,7411470
2022,1,MUNDO CAM S.A.S.,26925650
2022,1,LOGISTICA EN TELECOMUNICACIONES S.A.S.,247321500
2022,1,SOLUCIONES DIGITALES.COM S.A.S,34130000
2022,1,MEGARED COMUNICACIONES S.A.S.,152675104
2021,2,FIBERCOM TV S.A.S,190732302
2022,1,FIBRANET SAS,108866000
2022,1,TECH SYSTEM PLUS TELECOMUNICACIONES SAS,106667096
2022,1,DIUFF.NET TELECOMUNICACIONES SAS,107473242
2022,1,PUNTO RED TELECOMUNICACIONES S.A.S,496944
2022,1,NETWORK DAT@LINK S.A.S.,195839000
2022,1,ECOCONEX S.A.S,160240008
2021,1,RA COSMOS TELECOMUNICACIONES S.A.S.,74413130
2021,4,GRUPO COLIBRI S.A.S,139542000
2021,4,URBAN COMUNICACIONES S.A.S,4359633
2022,1,VILLAWEB TELECOMUNICACIONES SAS,30964284
2020,3,JEFFERSON AFE S.A.S,115578200
2021,1,RADIO FRECUENCIA COMUNICACIONES S A S,142984404
2021,1,SERVIYA.NET S.A.S,138698720
2020,3,VIP SERVICIOS INTELIGENTES S.A.S,16623314
2022,1,RIS TELECOMUNICACIONES RED INALAMBRICA SATELITAL SAS,9700287
2022,1,TURBO REDES TELECOMUNICACIONES S.A.S.,118029224
2022,1,SINERGIA SOLUTIONS S.A.S.,144493000
2022,1,SERVICIOS PROFESIONALES WICOM S.A.S,601479800
2022,1,CABLENETBAG S.A.S,250487887
2021,2,DATA-TELC COMUNICACIONES SAS,14394871
2022,1,IP COMUNICACIONES Y TECNOLOGIA S.A.S,16925000
2022,1,G&C REDES S.A.S,70374412
2020,3,RAPILINK S.A.S.,50200000
2022,1,ATLAS NETWORK SAS,37268050
2022,1,ORION COMUNICACIONES CHOACHI SAS,134031038
2022,1,TELCAD DIGITAL TV COMUNICACIONES SAS,38570000
2022,1,ARATELECOMUNICACIONES S.A.S,21245000
2022,1,TICSCOM SAS,9797085
2022,1,TECOLRADIO TECNOLOGIA COLOMBIANA DE RADIO COMUNICACIONES E.U.,84949000
2022,1,MECATRONICS INGENIERIA Y SOLUCIONES S.A.S.,358035807
2022,1,INVERSIONES GERIOS S.A.S.,257930312
2022,1,INSITEL S.A.S.,2184762805
2022,1,LIBRE TECNOLOGIA SAS,48451211
2022,1,TEXEL GROUP S.A.S.,14629517
2022,1,GARDEN TECHNOLOGY SAS,795196727
2022,1,FIBRANET SOLUCIONES SAS,21043000
2022,1,INTERCOM COLOMBIA LTDA,135762769
2022,1,STC COMUNICACIONES S. A. S.,2733600
2022,1,HAR REDES Y COMUNICACIONES S.A.S.,57208667
2022,1,ASOCIACION CONCEPCION TELECOMUNICACIONES,30237676
2022,1,ASOCIACION COMUNITARIA ANTENA PARABOLICA BAJO TIGUI,3761822
2022,1,COLUMBUS NETWORKS DE COLOMBIA LTDA,57132887001
2022,1,MAGOTEL WIMAX S.A.S.,31892000
2022,1,DISTRIBUCIONES DE REDES Y SERVICIOS DE COMUNICACIONES S.A.S,13624404
2022,1,INTER FIBRA SAS E.S.P.,129184182
2022,1,MAS NET S.A.S,203824000
2022,1,TECNOLOGIAS MERCATECH S.A.S,151422695
2022,1,MEGARED DE COLOMBIA SAS,143823114
2022,1,ENTER TELECOMUNICACIONES BANDA ANCHA SAS,267459967
2022,1,CLICK HD COLOMBIA S.A.S.,232558000
2022,1,GLOBALNET INGENIERIA SAS,124255400
2022,1,CABLE ANTENA LTDA,109144333
2022,1,RADIO FRECUENCIA COMUNICACIONES S A S,164422000
2021,1,GLOBALWIFI SAS,55094775
2022,4,TOKIO DEL PACIFICO S.A.S,134450717
2022,1,COMPA�IA DE TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION S.A.S.,44876839
2022,1,GB NET TV SAS,182468000
2022,1,INTERNEXA S.A E.S.P.,12421878137
2022,1,H V TELEVISION S.A.S.,20675567310
2023,2,REDES INTERACTIVAS GROUP SAS,115493650
2022,1,SINTEL WISP S.A.S,161767000
2022,1,KIRA ISP S.A.S.,137634946
2022,1,AT�T GLOBAL NETWORK SERVICES COLOMBIA LTDA.,331660383
2022,1,RADIOCOMUNICACIONES HALCONES DE LA SABANA SOCIEDAD POR ACCIONES SIMPLIFICADA,27370167
2022,1,ESG COMUNICACIONES S.A.S,42360880
2022,1,DATA-TELC COMUNICACIONES SAS,55160748
2022,1,INTERCOMM DE NARI�O SAS,133930737
2020,3,BYC TECNOLOGIA Y SERVICIOS SAS,18840000
2023,2,SUMERTEL COMUNICACIONES S.A.S.,45753819
2022,1,SOLUCIONES INTEGRALES EN TECNOLOGIA Y SEGURIDAD COMPUSEG S.A.S,111400000
2020,3,WISPER INTERNET INALAMBRICO S.A.S,21458749
2022,1,DIGICOMS SAS,148620000
2022,1,BIOCONSTRUCTORES ASOCIADOS S.A.S,66984000
2022,1,NODO PACIFICO S.A.S E.S.P,0
2022,1,INTERCOM SOLUCIONES TECNOLOGICAS SAS,422159000
2022,1,SMART.NET TELECOMUNICACIONES SAS,10914017
2022,1,MERNAHF SAS,99672433
2022,1,WILGOM TELECOMUNICACIONES SAS,63742671
2022,1,T-CONECTA SAS,79954000
2022,1,ASOCIACION ANTENA PARABOLICA COMUNITARIA DEL MUNICIPIO DE COCORNA ANTEPACO,66753800
2022,1,CABLELINEA S.A.S.,405086614
2022,1,CALDAS DATA COMPANY LTDA CADCOM,1318366619
2022,1,CANO&CANOS S.A.S,74240101
2022,1,INTECOM TELECOMUNICACIONES S.A.S,7252600
2022,1,INFINITELCOM SOLUCIONES S.A.S,78895000
2022,1,CLICK-CONECTIVIDAD SIN FRONTERAS S.A.S,158713417
2021,2,TOKIO DEL PACIFICO S.A.S,2550000
2022,1,MEGANET TELECOMUNICACIONES S.A.S,100918771
2022,1,TCKOMPU S.A.S.,56913118
2022,1,TELNEX S.A.S,6480000
2022,1,CENTRAL DE SERVICIOS DIGITALES S.A.S.,289040000
2022,1,GENESIS DATA LTDA,110994329
2022,1,COOPERATIVA MULTIACTIVA DE BORRERO AYERBE,96927000
2022,1,MAXTECHNOLOGY COMUNICACIONES S.A.S,39123000
2022,1,OPITASENLINEA S.A.S.,7427901
2022,1,NEIA SAS,67212591
2022,1,CONEXION TOTAL DE OCCIDENTE S.A.S,217837248
2022,1,SOTO RED S.A.S.,69582247
2022,1,PEDRO ALBERTO DELGADO REYES E.U.,51600000
2022,1,COLOMBIATEL TELECOMUNICACIONES S.A.S.,1504361180
2022,1,ASONET COLOMBIA LTDA,489521000
2022,1,IP TECHNOLOGIES SAS,814102206
2022,1,BARULE TELECOMUNICACIONES S.A.S.,44610000
2022,1,TV AZTECA SUCURSAL COLOMBIA,405632787
2022,1,GIG@RED TELECOMINICACIONES S.A.S,10589240
2022,1,INVERSIONES ZULUAGA SEJIN S.A.S.,611273198
2022,1,MAX TV SAS,110463413
2022,1,INTERTEL SATELITAL S.A.S,80672269
2022,1,TV&M�S S.A.S,39075633
2022,1,TV CABLE COLOMBIA SAS COLCABLE,90360000
2022,1,INTERPLUS TELECOMUNICACIONES SAS,246336027
2022,1,DI. REDES Y COMUNICACIONES S.A.S,24865313
2023,2,NEONET.COLOMBIA S.A.S,19820000
2022,1,IT. TECHNOLOGY R&M S.A.S.,69644158
2022,1,SOFIVER SAS,101390440
2022,1,SERVICIOS INTEGRALES TC S.A.S,9200000
2022,1,COMPA�IA INTEGRAL DE RECURSOS EN TELECOMUNICACIONES SAS,225432000
2022,1,TOP LINK S.A.S,78640042
2022,1,EMPRESAS MUNICIPALES DE CALI EICE E.S.P,23803056807
2022,1,FASTNET INTERNET PARA TODOS S.A.S,71068742
2022,1,COCOM S.A.S,376276644
2022,1,VOJ NETWORK CORP S.A.S,350172734
2022,1,SINURED SOLUCIONES S.A.S.,106779000
2022,1,SECO S.A.S.,69514202
2022,1,SISTEMA DE COMUNICACIONES SISTECOM S.A.S.,10221740
2022,1,LOGISTICA INTEGRAL SATELITAL S.A.S.,539954982
2022,1,CONEXIONES TECNOLOGICAS Y COMUNICACION SAS,2761761732
2022,1,INVERSIONES Y COMUNICACIONES R.M. SAS,162529000
2022,1,ALFASURT TV CABLE SAS.,310236974
2022,1,ID INTEGRACION DIGITAL SAS,232774373
2022,1,FCF COMUNICACIONES S.A.S.,248116542
2022,1,MAZCSYSTEM COMUNICACIONES SAS,42575000
2022,1,SERVICIOS DE TELECOMUNICACIONES E INFORMATICA SAS,136106000
2022,1,ASOCIACION DE TV COMUNITARIA DEL MUNICIPIO DE OIBA ASOUAPO,53953500
2022,1,ALK NET LTDA,313592572
2022,1,EMPRESA DE TELECOMUNICACIONES DE PALMIRA ETP S.A.S.,120039482
2022,1,CABLETAME S A S,898718948
2022,1,U2RED S.A.S,14761084
2022,1,REDES DEL VALLE POR COLOMBIA S.A.S,11772000
2022,1,"SOCIEDAD DE TELEVISION, MERCADEOS Y TELECOMUNICACIONES S.A.S",677763699
2022,1,UIN-FI.NET SAS,56621500
2022,1,GEDCOM S.A.S,34895645
2022,1,FUNDACION VISION 20/20 COLOMBIA,24791500
2022,1,NET&COM LTDA.,53972120
2022,1,TIKNETWORKS SAS,52227850
2022,2,MAX INTER FIBRA S.A.S.,91888102
2022,1,TV INTERR COMUNICACIONES S.A.S.,30216800
2022,1,A Y A RADIOCOMUNICACIONES S.A.S.,380680190
2022,1,UBIPREL S.A.S,138949100
2022,1,XPERTIC S.A.S.,12922099
2022,1,ARM TELECOMUNICACIONES SAS,8814848
2022,1,DAC INGENIERIAS Y CONSULTORIAS S.A.S,1122520
2022,1,ASOCIACION  DE COPROPIETARIOS  DE LA ANTENA PARABOLICA  DE SAN GIL- ASOPARSA TELESANGIL,100522728
2022,1,HOLANET TELECOMUNICACIONES S.A.S,34927400
2022,1,COMPA�IA LATINOAMERICANA DE SOFTWARE SAS - LASC SAS,406974321
2022,1,PEOPLE NET. TELECOMUNICACIONES Y TECNOLOGIA S.A.S,44024900
2021,2,10COM SAS,4225000
2022,1,INTESOGAMOSO COMUNICACIONES S.A.S,131621050
2022,1,SERVINET REDES Y SISTEMAS SAS ZOMAC,57626000
2021,3,VALLE TELECOMUNICACIONES SAS,350952700
2020,4,VIVO TELECOMUNICACIONES S.A.S.,42287918
2022,1,INFRATEL COMUNICACIONES SAS,128092508
2022,1,CORPORACION CIVICA ESTACION COMUNITARIA DE TELEVISION PERLA DEL TATAMA,78046771
2022,1,ASOCIACION COMUNITARIA PARA EL DESARROLLO DE ANGELOPOLIS,7952340
2022,1,ACTIVATE.WEB S.A.S,35540000
2022,1,Intternauta SAS,729000
2022,1,JHS INTERNET S.A.S,45780000
2022,1,RAM-NETWORK S.A.S,90085000
2022,1,COMSSET COMUNICACIONES SAS,8974000
2022,1,SUNNOVA SAS,101732114
2022,1,ENSOTEL S.A.S,61511526
2022,1,SERVIREDES CALI SAS,165366561
2022,1,CAQUEZA TV Y TELECOMUNICACIONES SAS,72722228
2021,1,TELNET WIRELESS SAS,447738000
2022,1,NETBYTE SAS,27430224
2022,1,AROS COMUNICACIONES LIMITADA,66310000
2022,1,"INGENIER�A EN MANTENIMIENTO Y MONTAJES DE REDES ELECTRICAS, DE COMUNICACIONES Y AUTOMATIZACI�N SAS",16860000
2022,1,MEDIATEL TELECOMUNICACIONES SAS,72718801
2022,1,OPTIMO NET SAS,46270688
2022,1,ASOCIACION DE TELEVIDENTES DE GUACHETA,41721200
2022,1,ENLACES.NET.HUILA SAS,24523858
2022,1,SERVICIOS Y SOLUCIONES TV S.A.S.,67684900
2022,1,REDES INTERACTIVAS GROUP SAS,270944532
2022,1,WIFI ALTERNATIVO VALLE S.A.S,35620247
2022,1,MEGACABLE TELECOMUNICACIONES S.A.S,67735000
2022,1,SERVIYA.NET S.A.S,147559844
2021,1,COGENT COLOMBIA S.A.S,194203127
2022,1,INZANET SAS,374854718
2020,4,COGENT COLOMBIA S.A.S,216688988
2022,1,REAL INNOVACION EN EL DESARROLLO TECNICO BARRANCABERMEJA SANTANDER S.A.S,8555000
2022,1,SOLUCIONES LOGISTICAS Y TECNOLOGICAS S.A.S,11220000
2022,1,UNE EPM TELECOMUNICACIONES S.A.,375852252858
2022,1,CABLE NET UNIVERSAT S.A.S,155345516
2022,1,GC HOGAR.NET S.A.S.,38438500
2022,1,COVINET INGENIERIA SAS,54119621
2022,1,INTERLAM TELECOMUNICACIONES SAS,32096000
2022,1,AZTECA COMUNICACIONES COLOMBIA S.A.S,38987221025
2022,1,SERVIRED 3D SAS,122330350
2022,1,ACERONETTV SOCIEDAD POR ACCIONES SIMPLIFICADA,45562988
2022,1,ENLAZAR COMUNICACIONES S.A.S,194641574
2022,1,WIFFITEL TELECOMUNICACIONES SAS,9080000
2022,1,AMETRONIC COMUNICACIONES SAS,16950000
2022,1,C & C VISION S.A.S.,518998000
2022,1,M&M INVERSIONES MORENO S.A.S,391170608
2022,1,WIR TECNOLOGIA SAS,63691130
2022,1,COMPA�IA COLOMBIANA DE TELECOMUNICACIONES SAS,291274361
2022,1,CORPORACION ANTENA PARABOLICA DE GUATAPE CORPAGUA,117250163
2022,1,JERSAL TELECOMUNICACIONES S.A.S,85172175
2020,3,SPACE COMUNICACIONES S.A.S.,129348084
2022,1,INTERNET AL CAMPO S.A.S.,140663877
2020,3,TELCAD DIGITAL TV COMUNICACIONES SAS,6900000
2022,1,EMPRESA DE SERVICIOS INALAMBRICOS Y TELECOMUNICACIONES - EMSITEL LTDA.,108196813
2022,1,COMPLEXCOM LTDA,25955000
2021,3,SISTEMAS Y TELECOMUNICACIONES DEL CARIBE S.A.S,383974962
2020,3,INTERLUNA S.A.S.,16507600
2022,1,ALNET TELECOMUNICACIONES S.A.S,3309062
2021,4,VALLE TELECOMUNICACIONES SAS,380000000
2022,1,ANDITEL S.A.S,312603029
2022,1,HYDRA SOLUCIONES EMPRESARIALES INGENIERIA SAS,137356721
2022,1,BITCOM ISP S.A.S,10091813
2022,1,APT TELECOMUNICACIONES,75287764
2022,1,SERVISYSTEN SAS,402059699
2022,1,ELECTRONICA Y TELECOMUNICACIONES DE COLOMBIA S. A. S. - ETELCO S. A. S.,87407128
2022,1,CR.ISP TELECOMUNICATION PROVIDER S.A.S.,150945563
2022,1,NEXO TELECOMUNICACIONES S.A.S.,5509426
2022,1,10COM SAS,14540000
2020,3,COMUNICACIONES SUR COLOMBIANA S.A.S,675172073
2022,1,EVERNET S.A.S.,1361607804
2022,1,VIP SERVICIOS INTELIGENTES S.A.S,52272268
2022,1,ASOCIACION ANTENA PARABOLICA AMAGA,138578202
2022,1,WISP TELECOMUNICACIONES SAS,374593567
2022,4,ALFA RED ENERGIA Y TELECOMUNICACIONES SAS,9342000
2022,1,VIBRARED TV COMUNICACIONES S.A.S.,34614844
2022,1,CABLEFUTURO TV S.A.S,153958249
2022,1,PUNTONET COMUNICACIONES SAS,111655443
2022,1,DICAR TELECOMUNICACIONES S.A.S.,48103823
2022,1,COLOMBIACOM SAS,23732625
2022,1,OSZANET TELECOMUNICACIONES SAS,44931900
2022,1,L.C COMUNICACIONES E U,99244232
2022,1,DIGINORTE S.A.S.,244258611
2022,1,AIM CONNECT SAS,13423361
2022,1,INTERVID TELECOMUNICACIONES S.A.S.,7125000
2022,1,DIALNET DE COLOMBIA S.A   ESP.,5926376380
2022,1,INNOVACION GLOBAL EN TELECOMUNICACIONES S.A.S.,29850731
2020,3,NETWORK DAT@LINK S.A.S.,144116950
2021,4,TOKIO DEL PACIFICO S.A.S,22460572
2022,1,2RED INTERNET REDES Y HOSTING LTDA,1119321000
2022,1,FIESTA TELECOMUNICACIONES SAS,1369899000
2022,4,MAX TV SAS,153950215
2022,1,CABLE HOGAR.NET S.A.S.,67570000
2022,1,GROUP TELECOMUNICACIONES P&C SAS,242697160
